txn_id,timestamp,customer_id,account_id,amount,currency,txn_type,counterparty,counterparty_country,channel
c_cust_056_shop_2_1,2026-04-09 18:00,cust_056,acct_1056,145.13,USD,payment,Online Marketplace,FR,mobile
c_cust_050_util_2_1,2026-04-09 19:00,cust_050,acct_1050,66.29,USD,payment,Metro Water Authority,IT,online
c_cust_016_shop_2_1,2026-04-09 20:00,cust_016,acct_1016,139.81,USD,payment,Superstore Retail,GB,mobile
c_cust_058_util_2_1,2026-04-09 20:00,cust_058,acct_1058,175.21,USD,payment,Mobile Telecom,KE,branch
c_cust_027_util_2_0,2026-04-10 08:00,cust_027,acct_1027,96.13,USD,payment,Metro Water Authority,KE,mobile
c_cust_061_util_2_1,2026-04-10 08:00,cust_061,acct_1061,81.84,USD,payment,Gas & Power Ltd,JP,online
c_cust_052_shop_2_1,2026-04-10 11:00,cust_052,acct_1052,31.46,USD,payment,Home Goods Co,KE,online
c_cust_013_util_2_0,2026-04-10 14:00,cust_013,acct_1013,119.92,USD,payment,National Broadband Co,IN,online
c_cust_059_cash_2,2026-04-10 15:00,cust_059,acct_1059,161.15,USD,cash_withdrawal,Self,AE,branch
c_cust_031_util_2_0,2026-04-10 16:00,cust_031,acct_1031,184.15,USD,payment,Gas & Power Ltd,SE,mobile
c_cust_066_util_2_0,2026-04-10 16:00,cust_066,acct_1066,255.73,USD,payment,City Utilities,KE,online
c_cust_043_util_2_0,2026-04-10 18:00,cust_043,acct_1043,79.44,USD,payment,Metro Water Authority,AE,online
c_cust_049_util_2_1,2026-04-10 18:00,cust_049,acct_1049,121.63,USD,payment,Regional Electric Board,FR,mobile
c_cust_045_util_2_0,2026-04-10 19:00,cust_045,acct_1045,108.3,USD,payment,Regional Electric Board,NL,online
c_cust_017_shop_2_1,2026-04-10 21:00,cust_017,acct_1017,108.99,USD,payment,Grocery Mart,BR,mobile
c_cust_051_shop_2_2,2026-04-10 21:00,cust_051,acct_1051,121.35,USD,payment,Superstore Retail,SE,online
c_cust_052_util_2_1,2026-04-10 21:00,cust_052,acct_1052,53.17,USD,payment,National Broadband Co,KE,online
c_cust_016_util_2_0,2026-04-11 08:00,cust_016,acct_1016,135.1,USD,payment,City Utilities,GB,branch
c_cust_033_util_2_0,2026-04-11 08:00,cust_033,acct_1033,158.37,USD,payment,City Utilities,US,branch
c_cust_044_util_2_0,2026-04-11 08:00,cust_044,acct_1044,104.76,USD,payment,Regional Electric Board,CA,online
c_cust_057_util_2_0,2026-04-11 10:00,cust_057,acct_1057,137.58,USD,payment,Regional Electric Board,IN,mobile
c_cust_021_util_2_0,2026-04-11 11:00,cust_021,acct_1021,223.6,USD,payment,Regional Electric Board,SG,online
c_cust_065_util_2_0,2026-04-11 13:00,cust_065,acct_1065,125.79,USD,payment,National Broadband Co,MX,mobile
c_cust_025_util_2_0,2026-04-11 14:00,cust_025,acct_1025,52.33,USD,payment,National Broadband Co,GB,branch
c_cust_034_util_2_1,2026-04-11 14:00,cust_034,acct_1034,127.05,USD,payment,Mobile Telecom,DE,mobile
c_cust_050_util_2_0,2026-04-11 14:00,cust_050,acct_1050,65.74,USD,payment,Regional Electric Board,IT,branch
c_cust_028_shop_2_2,2026-04-11 15:00,cust_028,acct_1028,153.96,USD,payment,Home Goods Co,AE,online
c_cust_026_util_2_0,2026-04-11 17:00,cust_026,acct_1026,71.56,USD,payment,Regional Electric Board,DE,branch
c_cust_032_shop_2_2,2026-04-11 21:00,cust_032,acct_1032,71.35,USD,payment,Online Marketplace,AE,online
c_cust_058_util_2_0,2026-04-12 09:00,cust_058,acct_1058,141.64,USD,payment,Mobile Telecom,KE,branch
g_cust_007_wire,2026-04-12 10:00,cust_007,acct_1007,90000,USD,wire_out,Silver Crescent Trading,MM,online
c_cust_038_shop_2_1,2026-04-12 11:00,cust_038,acct_1038,152.53,USD,payment,Corner Pharmacy,KE,online
c_cust_021_shop_2_0,2026-04-12 12:00,cust_021,acct_1021,160.23,USD,payment,Online Marketplace,SG,online
c_cust_029_shop_2_2,2026-04-12 12:00,cust_029,acct_1029,124.35,USD,payment,Grocery Mart,CA,online
c_cust_018_util_2_0,2026-04-12 13:00,cust_018,acct_1018,131.76,USD,payment,City Utilities,IN,online
c_cust_054_shop_2_1,2026-04-12 13:00,cust_054,acct_1054,114.23,USD,payment,Superstore Retail,AE,online
c_cust_047_util_2_0,2026-04-12 14:00,cust_047,acct_1047,192.28,USD,payment,Regional Electric Board,AU,branch
c_cust_047_shop_2_1,2026-04-12 15:00,cust_047,acct_1047,46.49,USD,payment,Superstore Retail,AU,online
c_cust_053_shop_2_1,2026-04-12 16:00,cust_053,acct_1053,121.63,USD,payment,Corner Pharmacy,KE,mobile
c_cust_017_shop_2_0,2026-04-12 17:00,cust_017,acct_1017,30.03,USD,payment,Superstore Retail,BR,mobile
c_cust_056_cash_2,2026-04-12 17:00,cust_056,acct_1056,156.02,USD,cash_withdrawal,Self,FR,branch
c_cust_059_util_2_1,2026-04-12 18:00,cust_059,acct_1059,149.62,USD,payment,Mobile Telecom,AE,branch
c_cust_017_util_2_1,2026-04-13 10:00,cust_017,acct_1017,155.99,USD,payment,Regional Electric Board,BR,online
c_cust_045_shop_2_0,2026-04-13 10:00,cust_045,acct_1045,116.48,USD,payment,Corner Pharmacy,NL,online
c_cust_038_util_2_1,2026-04-13 16:00,cust_038,acct_1038,254.97,USD,payment,Gas & Power Ltd,KE,online
c_cust_041_util_2_0,2026-04-13 19:00,cust_041,acct_1041,57.22,USD,payment,Regional Electric Board,US,branch
c_cust_067_shop_2_1,2026-04-13 19:00,cust_067,acct_1067,77.52,USD,payment,Online Marketplace,GB,mobile
c_cust_014_util_2_0,2026-04-13 20:00,cust_014,acct_1014,193.64,USD,payment,Regional Electric Board,NG,mobile
c_cust_046_shop_2_1,2026-04-13 20:00,cust_046,acct_1046,128.97,USD,payment,Corner Pharmacy,PH,online
c_cust_057_shop_2_0,2026-04-13 21:00,cust_057,acct_1057,148.13,USD,payment,Home Goods Co,IN,mobile
c_cust_020_shop_2_0,2026-04-14 11:00,cust_020,acct_1020,120.03,USD,payment,Online Marketplace,PH,mobile
c_cust_020_shop_2_1,2026-04-14 11:00,cust_020,acct_1020,145.7,USD,payment,Online Marketplace,PH,online
c_cust_040_shop_2_2,2026-04-14 12:00,cust_040,acct_1040,170.29,USD,payment,Superstore Retail,NG,online
c_cust_057_shop_2_3,2026-04-14 12:00,cust_057,acct_1057,117.21,USD,payment,Online Marketplace,IN,online
c_cust_052_util_2_0,2026-04-14 14:00,cust_052,acct_1052,221.92,USD,payment,Gas & Power Ltd,KE,mobile
c_cust_039_shop_2_1,2026-04-14 15:00,cust_039,acct_1039,99.49,USD,payment,Home Goods Co,NG,mobile
c_cust_024_util_2_1,2026-04-14 17:00,cust_024,acct_1024,150.1,USD,payment,City Utilities,GB,mobile
c_cust_041_util_2_1,2026-04-14 17:00,cust_041,acct_1041,187.98,USD,payment,Gas & Power Ltd,US,branch
c_cust_061_shop_2_0,2026-04-14 17:00,cust_061,acct_1061,160.22,USD,payment,Superstore Retail,JP,online
c_cust_067_util_2_0,2026-04-14 17:00,cust_067,acct_1067,93.38,USD,payment,National Broadband Co,GB,mobile
c_cust_042_util_2_1,2026-04-14 18:00,cust_042,acct_1042,169.13,USD,payment,Gas & Power Ltd,IN,mobile
c_cust_048_util_2_1,2026-04-14 18:00,cust_048,acct_1048,114.98,USD,payment,Gas & Power Ltd,SE,branch
c_cust_021_shop_2_1,2026-04-14 19:00,cust_021,acct_1021,167.08,USD,payment,Home Goods Co,SG,mobile
c_cust_023_shop_2_3,2026-04-14 21:00,cust_023,acct_1023,103.2,USD,payment,Home Goods Co,SG,online
c_cust_042_shop_2_0,2026-04-14 21:00,cust_042,acct_1042,161.35,USD,payment,Online Marketplace,IN,online
c_cust_019_shop_2_3,2026-04-15 09:00,cust_019,acct_1019,66.54,USD,payment,Home Goods Co,IN,mobile
c_cust_029_util_2_1,2026-04-15 09:00,cust_029,acct_1029,154.8,USD,payment,Metro Water Authority,CA,branch
c_cust_046_util_2_1,2026-04-15 10:00,cust_046,acct_1046,83.57,USD,payment,Metro Water Authority,PH,branch
c_cust_017_util_2_0,2026-04-15 11:00,cust_017,acct_1017,134.19,USD,payment,Metro Water Authority,BR,mobile
c_cust_020_util_2_1,2026-04-15 11:00,cust_020,acct_1020,103.39,USD,payment,City Utilities,PH,online
c_cust_028_util_2_0,2026-04-15 11:00,cust_028,acct_1028,146.12,USD,payment,Regional Electric Board,AE,mobile
c_cust_046_util_2_0,2026-04-15 11:00,cust_046,acct_1046,138.52,USD,payment,Mobile Telecom,PH,online
c_cust_034_util_2_0,2026-04-15 12:00,cust_034,acct_1034,156.23,USD,payment,Gas & Power Ltd,DE,mobile
c_cust_059_shop_2_3,2026-04-15 12:00,cust_059,acct_1059,107.56,USD,payment,Online Marketplace,AE,mobile
c_cust_020_util_2_0,2026-04-15 15:00,cust_020,acct_1020,77.91,USD,payment,Metro Water Authority,PH,branch
c_cust_050_shop_2_1,2026-04-15 15:00,cust_050,acct_1050,46.73,USD,payment,Online Marketplace,IT,online
c_cust_016_util_2_1,2026-04-15 16:00,cust_016,acct_1016,51.15,USD,payment,Mobile Telecom,GB,online
c_cust_049_cash_2,2026-04-15 16:00,cust_049,acct_1049,83.5,USD,cash_withdrawal,Self,FR,branch
c_cust_036_util_2_0,2026-04-15 19:00,cust_036,acct_1036,65.42,USD,payment,Metro Water Authority,MX,mobile
c_cust_062_util_2_0,2026-04-15 19:00,cust_062,acct_1062,88.6,USD,payment,City Utilities,GB,online
c_cust_014_shop_2_0,2026-04-15 21:00,cust_014,acct_1014,119.91,USD,payment,Grocery Mart,NG,mobile
c_cust_023_util_2_1,2026-04-15 21:00,cust_023,acct_1023,109.38,USD,payment,Mobile Telecom,SG,online
c_cust_036_util_2_1,2026-04-15 21:00,cust_036,acct_1036,79.35,USD,payment,Gas & Power Ltd,MX,online
c_cust_055_util_2_0,2026-04-16 09:00,cust_055,acct_1055,144.93,USD,payment,Mobile Telecom,MX,mobile
c_cust_025_util_2_1,2026-04-16 10:00,cust_025,acct_1025,88.42,USD,payment,City Utilities,GB,mobile
c_cust_040_cash_2,2026-04-16 10:00,cust_040,acct_1040,222.81,USD,cash_withdrawal,Self,NG,branch
c_cust_056_shop_2_0,2026-04-16 10:00,cust_056,acct_1056,20.13,USD,payment,Online Marketplace,FR,online
c_cust_018_cash_2,2026-04-16 11:00,cust_018,acct_1018,333.13,USD,cash_withdrawal,Self,IN,branch
c_cust_042_cash_2,2026-04-16 11:00,cust_042,acct_1042,212.79,USD,cash_withdrawal,Self,IN,branch
c_cust_066_util_2_1,2026-04-16 11:00,cust_066,acct_1066,171.17,USD,payment,Mobile Telecom,KE,branch
c_cust_019_util_2_0,2026-04-16 12:00,cust_019,acct_1019,47.92,USD,payment,City Utilities,IN,mobile
c_cust_035_util_2_0,2026-04-16 13:00,cust_035,acct_1035,44.57,USD,payment,Regional Electric Board,DE,mobile
c_cust_013_shop_2_0,2026-04-16 15:00,cust_013,acct_1013,105.66,USD,payment,Superstore Retail,IN,mobile
c_cust_014_shop_2_1,2026-04-16 15:00,cust_014,acct_1014,137.65,USD,payment,Grocery Mart,NG,online
c_cust_029_util_2_0,2026-04-16 16:00,cust_029,acct_1029,78.88,USD,payment,City Utilities,CA,branch
c_cust_039_util_2_0,2026-04-16 16:00,cust_039,acct_1039,194.01,USD,payment,Regional Electric Board,NG,online
c_cust_032_util_2_0,2026-04-16 17:00,cust_032,acct_1032,151.47,USD,payment,Regional Electric Board,AE,branch
c_cust_046_shop_2_2,2026-04-16 18:00,cust_046,acct_1046,105.41,USD,payment,Grocery Mart,PH,mobile
c_cust_060_util_2_1,2026-04-16 18:00,cust_060,acct_1060,181.39,USD,payment,Mobile Telecom,PH,online
c_cust_019_shop_2_0,2026-04-17 10:00,cust_019,acct_1019,82.35,USD,payment,Corner Pharmacy,IN,online
c_cust_027_util_2_1,2026-04-17 10:00,cust_027,acct_1027,57.69,USD,payment,Mobile Telecom,KE,branch
c_cust_058_shop_2_1,2026-04-17 10:00,cust_058,acct_1058,168.81,USD,payment,Online Marketplace,KE,mobile
c_cust_037_util_2_0,2026-04-17 13:00,cust_037,acct_1037,192.98,USD,payment,City Utilities,AU,online
c_cust_016_shop_2_2,2026-04-17 15:00,cust_016,acct_1016,27.66,USD,payment,Online Marketplace,GB,online
c_cust_021_shop_2_2,2026-04-17 17:00,cust_021,acct_1021,130.11,USD,payment,Grocery Mart,SG,mobile
c_cust_061_util_2_0,2026-04-17 17:00,cust_061,acct_1061,215.54,USD,payment,Gas & Power Ltd,JP,online
c_cust_030_util_2_1,2026-04-17 18:00,cust_030,acct_1030,65.6,USD,payment,National Broadband Co,IT,mobile
c_cust_059_shop_2_1,2026-04-17 18:00,cust_059,acct_1059,139.88,USD,payment,Home Goods Co,AE,online
c_cust_035_shop_2_1,2026-04-17 19:00,cust_035,acct_1035,139.91,USD,payment,Grocery Mart,DE,online
c_cust_042_util_2_0,2026-04-17 19:00,cust_042,acct_1042,37.41,USD,payment,Gas & Power Ltd,IN,online
c_cust_048_shop_2_0,2026-04-17 19:00,cust_048,acct_1048,47.64,USD,payment,Superstore Retail,SE,mobile
c_cust_054_util_2_0,2026-04-17 19:00,cust_054,acct_1054,47.5,USD,payment,Mobile Telecom,AE,online
c_cust_038_util_2_0,2026-04-17 20:00,cust_038,acct_1038,85.6,USD,payment,Mobile Telecom,KE,online
c_cust_060_util_2_0,2026-04-17 20:00,cust_060,acct_1060,190.29,USD,payment,City Utilities,PH,branch
c_cust_030_util_2_0,2026-04-17 21:00,cust_030,acct_1030,57.13,USD,payment,National Broadband Co,IT,online
c_cust_043_shop_2_0,2026-04-18 11:00,cust_043,acct_1043,160.95,USD,payment,Home Goods Co,AE,mobile
c_cust_065_shop_2_0,2026-04-18 14:00,cust_065,acct_1065,48.32,USD,payment,Home Goods Co,MX,online
c_cust_038_shop_2_3,2026-04-18 21:00,cust_038,acct_1038,159.77,USD,payment,Superstore Retail,KE,mobile
c_cust_053_shop_2_2,2026-04-18 21:00,cust_053,acct_1053,106.77,USD,payment,Grocery Mart,KE,online
c_cust_051_shop_2_1,2026-04-19 11:00,cust_051,acct_1051,26.13,USD,payment,Superstore Retail,SE,online
c_cust_067_shop_2_0,2026-04-19 12:00,cust_067,acct_1067,41.45,USD,payment,Online Marketplace,GB,mobile
c_cust_025_shop_2_1,2026-04-19 14:00,cust_025,acct_1025,158.66,USD,payment,Corner Pharmacy,GB,mobile
c_cust_056_shop_2_2,2026-04-19 14:00,cust_056,acct_1056,130.4,USD,payment,Superstore Retail,FR,mobile
c_cust_060_cash_2,2026-04-19 15:00,cust_060,acct_1060,214.49,USD,cash_withdrawal,Self,PH,branch
c_cust_018_shop_2_2,2026-04-19 16:00,cust_018,acct_1018,46.85,USD,payment,Online Marketplace,IN,mobile
c_cust_031_shop_2_0,2026-04-19 16:00,cust_031,acct_1031,52.38,USD,payment,Home Goods Co,SE,online
c_cust_032_cash_2,2026-04-19 16:00,cust_032,acct_1032,173.71,USD,cash_withdrawal,Self,AE,branch
c_cust_040_shop_2_3,2026-04-19 19:00,cust_040,acct_1040,110.38,USD,payment,Corner Pharmacy,NG,mobile
c_cust_049_shop_2_0,2026-04-19 19:00,cust_049,acct_1049,62.47,USD,payment,Online Marketplace,FR,mobile
c_cust_033_shop_2_2,2026-04-19 21:00,cust_033,acct_1033,45.0,USD,payment,Home Goods Co,US,mobile
c_cust_021_cash_2,2026-04-20 11:00,cust_021,acct_1021,252.17,USD,cash_withdrawal,Self,SG,branch
c_cust_027_shop_2_2,2026-04-20 13:00,cust_027,acct_1027,60.23,USD,payment,Grocery Mart,KE,mobile
c_cust_028_shop_2_0,2026-04-20 19:00,cust_028,acct_1028,120.02,USD,payment,Grocery Mart,AE,mobile
c_cust_047_shop_2_2,2026-04-20 20:00,cust_047,acct_1047,68.84,USD,payment,Home Goods Co,AU,mobile
c_cust_023_shop_2_1,2026-04-21 10:00,cust_023,acct_1023,110.45,USD,payment,Superstore Retail,SG,online
c_cust_033_shop_2_1,2026-04-21 11:00,cust_033,acct_1033,35.17,USD,payment,Home Goods Co,US,online
c_cust_026_cash_2,2026-04-21 13:00,cust_026,acct_1026,258.2,USD,cash_withdrawal,Self,DE,branch
c_cust_055_shop_2_2,2026-04-21 15:00,cust_055,acct_1055,124.73,USD,payment,Online Marketplace,MX,online
c_cust_024_shop_2_1,2026-04-21 18:00,cust_024,acct_1024,178.87,USD,payment,Superstore Retail,GB,mobile
c_cust_016_shop_2_3,2026-04-21 19:00,cust_016,acct_1016,121.06,USD,payment,Grocery Mart,GB,online
c_cust_026_shop_2_1,2026-04-21 20:00,cust_026,acct_1026,96.75,USD,payment,Online Marketplace,DE,online
c_cust_034_shop_2_1,2026-04-22 09:00,cust_034,acct_1034,54.45,USD,payment,Home Goods Co,DE,mobile
c_cust_041_shop_2_2,2026-04-22 10:00,cust_041,acct_1041,113.65,USD,payment,Corner Pharmacy,US,mobile
c_cust_043_shop_2_1,2026-04-22 10:00,cust_043,acct_1043,92.48,USD,payment,Corner Pharmacy,AE,mobile
c_cust_044_shop_2_0,2026-04-22 12:00,cust_044,acct_1044,91.19,USD,payment,Superstore Retail,CA,mobile
c_cust_039_shop_2_0,2026-04-22 13:00,cust_039,acct_1039,134.55,USD,payment,Home Goods Co,NG,online
c_cust_016_cash_2,2026-04-22 14:00,cust_016,acct_1016,271.19,USD,cash_withdrawal,Self,GB,branch
c_cust_038_shop_2_0,2026-04-22 15:00,cust_038,acct_1038,96.34,USD,payment,Online Marketplace,KE,mobile
c_cust_046_cash_2,2026-04-22 16:00,cust_046,acct_1046,383.7,USD,cash_withdrawal,Self,PH,branch
c_cust_019_shop_2_1,2026-04-22 17:00,cust_019,acct_1019,30.04,USD,payment,Superstore Retail,IN,mobile
c_cust_036_shop_2_1,2026-04-22 17:00,cust_036,acct_1036,129.54,USD,payment,Superstore Retail,MX,mobile
c_cust_052_shop_2_3,2026-04-22 17:00,cust_052,acct_1052,95.21,USD,payment,Grocery Mart,KE,online
c_cust_032_shop_2_0,2026-04-22 18:00,cust_032,acct_1032,119.71,USD,payment,Online Marketplace,AE,mobile
c_cust_051_shop_2_0,2026-04-23 09:00,cust_051,acct_1051,97.01,USD,payment,Corner Pharmacy,SE,online
c_cust_064_shop_2_1,2026-04-23 09:00,cust_064,acct_1064,122.31,USD,payment,Grocery Mart,NL,mobile
c_cust_024_cash_2,2026-04-23 11:00,cust_024,acct_1024,395.46,USD,cash_withdrawal,Self,GB,branch
c_cust_057_shop_2_2,2026-04-23 13:00,cust_057,acct_1057,102.86,USD,payment,Grocery Mart,IN,mobile
c_cust_026_shop_2_0,2026-04-24 11:00,cust_026,acct_1026,47.46,USD,payment,Grocery Mart,DE,online
c_cust_019_shop_2_2,2026-04-24 13:00,cust_019,acct_1019,82.62,USD,payment,Online Marketplace,IN,mobile
c_cust_030_cash_2,2026-04-24 14:00,cust_030,acct_1030,212.33,USD,cash_withdrawal,Self,IT,branch
c_cust_024_shop_2_0,2026-04-24 15:00,cust_024,acct_1024,88.67,USD,payment,Grocery Mart,GB,mobile
c_cust_057_cash_2,2026-04-24 16:00,cust_057,acct_1057,326.08,USD,cash_withdrawal,Self,IN,branch
c_cust_034_shop_2_2,2026-04-24 18:00,cust_034,acct_1034,135.45,USD,payment,Superstore Retail,DE,online
c_cust_048_shop_2_2,2026-04-24 18:00,cust_048,acct_1048,25.62,USD,payment,Grocery Mart,SE,online
c_cust_022_shop_2_3,2026-04-25 10:00,cust_022,acct_1022,42.16,USD,payment,Grocery Mart,US,online
c_cust_066_shop_2_1,2026-04-25 10:00,cust_066,acct_1066,62.64,USD,payment,Corner Pharmacy,KE,mobile
c_cust_022_shop_2_1,2026-04-25 11:00,cust_022,acct_1022,175.84,USD,payment,Online Marketplace,US,mobile
c_cust_041_cash_2,2026-04-25 11:00,cust_041,acct_1041,242.13,USD,cash_withdrawal,Self,US,branch
c_cust_021_shop_2_3,2026-04-25 12:00,cust_021,acct_1021,109.11,USD,payment,Online Marketplace,SG,online
c_cust_055_shop_2_0,2026-04-25 15:00,cust_055,acct_1055,147.06,USD,payment,Home Goods Co,MX,online
c_cust_016_shop_2_0,2026-04-25 16:00,cust_016,acct_1016,56.61,USD,payment,Grocery Mart,GB,mobile
c_cust_031_shop_2_1,2026-04-25 17:00,cust_031,acct_1031,165.03,USD,payment,Home Goods Co,SE,online
c_cust_017_cash_2,2026-04-25 18:00,cust_017,acct_1017,131.4,USD,cash_withdrawal,Self,BR,branch
c_cust_047_shop_2_0,2026-04-25 19:00,cust_047,acct_1047,82.45,USD,payment,Corner Pharmacy,AU,online
c_cust_040_shop_2_0,2026-04-25 20:00,cust_040,acct_1040,121.88,USD,payment,Superstore Retail,NG,online
c_cust_062_shop_2_0,2026-04-25 21:00,cust_062,acct_1062,146.95,USD,payment,Corner Pharmacy,GB,mobile
c_cust_018_shop_2_0,2026-04-26 12:00,cust_018,acct_1018,77.72,USD,payment,Online Marketplace,IN,mobile
c_cust_024_shop_2_2,2026-04-26 15:00,cust_024,acct_1024,105.55,USD,payment,Grocery Mart,GB,mobile
c_cust_041_shop_2_0,2026-04-26 15:00,cust_041,acct_1041,56.0,USD,payment,Online Marketplace,US,online
c_cust_058_cash_2,2026-04-26 15:00,cust_058,acct_1058,66.79,USD,cash_withdrawal,Self,KE,branch
c_cust_023_shop_2_2,2026-04-26 16:00,cust_023,acct_1023,72.16,USD,payment,Superstore Retail,SG,online
c_cust_057_shop_2_1,2026-04-26 17:00,cust_057,acct_1057,25.75,USD,payment,Online Marketplace,IN,mobile
c_cust_037_shop_2_1,2026-04-26 18:00,cust_037,acct_1037,120.0,USD,payment,Superstore Retail,AU,online
c_cust_062_shop_2_1,2026-04-27 12:00,cust_062,acct_1062,175.02,USD,payment,Home Goods Co,GB,mobile
c_cust_054_shop_2_0,2026-04-27 13:00,cust_054,acct_1054,162.2,USD,payment,Corner Pharmacy,AE,mobile
c_cust_038_shop_2_2,2026-04-27 17:00,cust_038,acct_1038,72.3,USD,payment,Superstore Retail,KE,online
c_cust_032_shop_2_1,2026-04-27 21:00,cust_032,acct_1032,54.28,USD,payment,Superstore Retail,AE,online
c_cust_015_shop_2_0,2026-04-28 15:00,cust_015,acct_1015,155.18,USD,payment,Online Marketplace,AU,mobile
c_cust_036_cash_2,2026-04-28 15:00,cust_036,acct_1036,101.52,USD,cash_withdrawal,Self,MX,branch
c_cust_060_shop_2_1,2026-04-28 19:00,cust_060,acct_1060,111.65,USD,payment,Corner Pharmacy,PH,online
c_cust_039_cash_2,2026-04-29 10:00,cust_039,acct_1039,333.42,USD,cash_withdrawal,Self,NG,branch
c_cust_054_cash_2,2026-04-29 11:00,cust_054,acct_1054,238.37,USD,cash_withdrawal,Self,AE,branch
c_cust_050_shop_2_0,2026-04-29 12:00,cust_050,acct_1050,69.7,USD,payment,Superstore Retail,IT,online
c_cust_037_shop_2_2,2026-04-29 14:00,cust_037,acct_1037,144.79,USD,payment,Grocery Mart,AU,mobile
c_cust_042_shop_2_1,2026-04-29 14:00,cust_042,acct_1042,123.32,USD,payment,Superstore Retail,IN,online
c_cust_058_shop_2_0,2026-04-29 15:00,cust_058,acct_1058,35.88,USD,payment,Superstore Retail,KE,mobile
c_cust_013_shop_2_1,2026-04-29 17:00,cust_013,acct_1013,60.94,USD,payment,Corner Pharmacy,IN,mobile
c_cust_061_shop_2_1,2026-04-29 17:00,cust_061,acct_1061,156.57,USD,payment,Home Goods Co,JP,mobile
c_cust_018_sal_3,2026-05-02 07:00,cust_018,acct_1018,8386.41,USD,salary,Olson Group Payroll,IN,online
c_cust_021_sal_3,2026-05-02 07:00,cust_021,acct_1021,6274.47,USD,salary,"Johnson, Johnson and Ramirez Payroll",SG,online
c_cust_022_sal_3,2026-05-02 07:00,cust_022,acct_1022,7951.35,USD,salary,"Cooper, Day and Davenport Payroll",US,online
c_cust_024_sal_3,2026-05-02 07:00,cust_024,acct_1024,6451.85,USD,salary,Mckenzie and Sons Payroll,GB,online
c_cust_046_sal_3,2026-05-02 07:00,cust_046,acct_1046,5243.7,USD,salary,Bennett LLC Payroll,PH,online
c_cust_013_sal_3,2026-05-02 08:00,cust_013,acct_1013,2478.26,USD,salary,"Brown, Harris and Becker Payroll",IN,online
c_cust_015_sal_3,2026-05-02 08:00,cust_015,acct_1015,9982.6,USD,salary,"Beck, Brown and Miles Payroll",AU,online
c_cust_041_sal_3,2026-05-02 08:00,cust_041,acct_1041,3058.76,USD,salary,Jimenez Group Payroll,US,online
c_cust_049_sal_3,2026-05-02 08:00,cust_049,acct_1049,3834.83,USD,salary,"Smith, Medina and Davies Payroll",FR,online
c_cust_053_sal_3,2026-05-02 08:00,cust_053,acct_1053,8827.6,USD,salary,Bell Inc Payroll,KE,online
c_cust_061_sal_3,2026-05-02 08:00,cust_061,acct_1061,4558.89,USD,salary,Brown-Garcia Payroll,JP,online
c_cust_055_sal_3,2026-05-02 09:00,cust_055,acct_1055,12077.34,USD,salary,"Hendricks, Walters and Harding Payroll",MX,online
c_cust_066_sal_3,2026-05-02 09:00,cust_066,acct_1066,3361.06,USD,salary,Copeland-Cochran Payroll,KE,online
c_cust_017_sal_3,2026-05-02 10:00,cust_017,acct_1017,7638.46,USD,salary,Smith PLC Payroll,BR,online
c_cust_025_sal_3,2026-05-02 10:00,cust_025,acct_1025,6523.89,USD,salary,"Hernandez, Dixon and Salas Payroll",GB,online
c_cust_026_sal_3,2026-05-02 10:00,cust_026,acct_1026,8695.04,USD,salary,Romero PLC Payroll,DE,online
c_cust_063_sal_3,2026-05-02 10:00,cust_063,acct_1063,6569.99,USD,salary,Mclaughlin-Jackson Payroll,AU,online
c_cust_033_shop_3_3,2026-05-02 13:00,cust_033,acct_1033,132.03,USD,payment,Superstore Retail,US,online
c_cust_061_shop_3_2,2026-05-02 14:00,cust_061,acct_1061,93.88,USD,payment,Corner Pharmacy,JP,mobile
c_cust_053_shop_3_0,2026-05-02 15:00,cust_053,acct_1053,28.49,USD,payment,Home Goods Co,KE,mobile
c_cust_029_shop_3_1,2026-05-02 19:00,cust_029,acct_1029,131.12,USD,payment,Corner Pharmacy,CA,online
c_cust_018_shop_3_3,2026-05-02 21:00,cust_018,acct_1018,168.62,USD,payment,Online Marketplace,IN,online
c_cust_016_sal_3,2026-05-03 07:00,cust_016,acct_1016,3883.44,USD,salary,Rangel-Crawford Payroll,GB,online
c_cust_038_sal_3,2026-05-03 07:00,cust_038,acct_1038,7449.29,USD,salary,King-Jones Payroll,KE,online
c_cust_044_sal_3,2026-05-03 07:00,cust_044,acct_1044,3381.16,USD,salary,Jackson Group Payroll,CA,online
c_cust_052_sal_3,2026-05-03 07:00,cust_052,acct_1052,6469.9,USD,salary,Cole-Joseph Payroll,KE,online
c_cust_059_sal_3,2026-05-03 07:00,cust_059,acct_1059,4359.12,USD,salary,Andrade-Hall Payroll,AE,online
c_cust_065_sal_3,2026-05-03 07:00,cust_065,acct_1065,5328.02,USD,salary,"Johnson, Massey and Wilson Payroll",MX,online
c_cust_019_sal_3,2026-05-03 08:00,cust_019,acct_1019,10765.9,USD,salary,"Bennett, Walters and Moses Payroll",IN,online
c_cust_031_sal_3,2026-05-03 08:00,cust_031,acct_1031,3543.59,USD,salary,Smith-Gamble Payroll,SE,online
c_cust_051_sal_3,2026-05-03 08:00,cust_051,acct_1051,4619.66,USD,salary,Walker-Hodges Payroll,SE,online
c_cust_058_sal_3,2026-05-03 08:00,cust_058,acct_1058,5937.97,USD,salary,Rojas-Gonzalez Payroll,KE,online
